question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,1,easy
In primary alkyl halides the halogen atom may be attached to a carbon which is further attached to how many carbon atoms?,,moderate,"As we can see below, carbon attached to the halogen atom is further attached to one carbon atom.
Example: $\mathrm{CH}_{3}-\mathrm{X} \rightarrow$ Methyl halide
$\mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{X} \rightarrow$ Ethyl halide
$\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CH}_{2}-\mathrm{X} \rightarrow \mathrm{n}$ -Propyl halide.",,77,2,3,1,4,,,,,3,,,
Which of the following is primary alkyl halide?,,easy,"Neopentyl chloride, $\mathrm{CH}_{3} \mathrm{C}\left(\mathrm{CH}_{3}\right)_{2} \mathrm{CH}_{2} \mathrm{Cl}$, is a primary alkyl halide that undergoes $\mathrm{S}_{\mathrm{N}} 2$ reactions
at extremely slow rates. It is so because halogen Atom is attached to only one carbon atom.",,77,Iso propyl halide,Sec butyl halide,Ter. Butyl halide,Neo pentyl halide,,,,,4,,,
The rate of $E_1$ reaction depends upon:,,moderate,"The elimination reaction E1 from its name, that 1 means its unimolecular reaction. E1 consists of two consecutive steps:
Step 1: Formation of the carbocation.
Step 2: Attack of the nucleophile.

Since the first step is bond breaking (needs energy) and the second step is bond formation (releases energy), therefore, step 1 is the rate determining step (slow step) and therefore, we have only one reactant which is R−X and the rate, r=k[R−X].
",,77,The concentration of substrate,the concentration of nucleophile,the concentration of substrate as well as nucleophile,concentration of solvent,,,,,2,,,
Which reagent cannot be used for preparation of alkyl halides from alcohol?,,easy,"NaCl is used for converting alkyl halides to alkanes. So, they cannot be used for preparing alkyl halides from alcohols. The rest can be used.",,77,$Zn + HCl$,NaCl,$PCl_5$,$SOCl_2$,,,,,2,,,
When two moles of chloride react with two moles of sodium in the presence of ether what will be formed?,,moderate,"Wurtz reaction is method of preparation of higher alkanes from lower alkyl halides. This is coupling reaction. In this reaction alkyl halides are reacted with sodium metal in presence of dry ether and higher
alkanes with even number of carbon atoms only are formed, by this method.
\[
2 \mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{Cl}+2 \mathrm{Na}=\mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{CH}_{2}-\mathrm{CH}_{3}+2 \mathrm{NaCl}
\]",,77,2 moles of ethane,1 mole of ethane,2 moles of butane,1 mole of butane,,,,,4,,,
Ethyl chloride with nascent hydrogen produces:,,easy,"2 carbon reactants will produce a 2 carbon compound.
\[
\mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{Cl}+2[\mathrm{H}]=\mathrm{CH}_{3}-\mathrm{CH}_{3}+\mathrm{HCl}
\]",,77,Methane,Ethane,Propane,Butane,,,,,2,,,
The ether used in Wurtz synthesis is:,,easy,It must be dry.,,77,Acidic,Basic,Aqueous,Dry,,,,,4,,,
Which one of the following reagents does not change ethyl alcohol to ethyl chloride?,,moderate,"Ethyl chloride can undergo both nucleophilic substitution as well as elimination reactions with strong
alkali like KOH. When it undergoes nucleophilic substitution, ethyl alcohol is formed as major product. $\mathrm{C}_{2} \mathrm{H}_{5} \mathrm{Cl}+\mathrm{KOH}(\mathrm{aq}) \rightarrow \mathrm{C}_{2} \mathrm{H}_{5} \mathrm{OH}+\mathrm{KCl}$
To convert alcohol to chloride $\mathrm{KCl}$ is needed instead of $\mathrm{KOH}$. $\mathrm{KOH}$ is formed as a product of reaction
according to the equation.",,77,Zn/HCl,$SOCl_2$ / Pyridine,$PCl_3$,KOH,,,,,4,,,
What is the order of reactivity of these halides?,,moderate,Based on bond energy the correct order is mentioned in the answer. As bond energy is inversely proportional to reactivity.,,77,HBr > HI > HCl,HCl > HBr > HI,HI > HCl > HBr,HI > HBr > HCl,,,,,4,,,
An alkyl halide may be converted to alcohol by:,,easy,"1. Alkyl halides can be converted to alcohols using water or hydroxide as the nucleophile.
2. Mechanism is a simple nucleophilic substitution.
3. Elimination reactions can be a problem particularly if hydroxide is used.
4. Not particularly common as alkyl halides are most often prepared from alcohols.
",,77,Addition,Oxidation,Dehydrohalogenation,Elimination,,,,,2,,,
Which one of the following reactants will be required to form ethene from ethyl chloride?,,moderate,"The reaction is as follows using KOH:
\[
\mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{Br} \rightarrow \mathrm{CH}_{2}=\mathrm{CH}_{2}+\mathrm{HBr}
\]",,77,Alcoholic KOH,Aqueous KOH,Alkaline $KMNO_4$,Bromine,,,,,1,,,
An alkyl halide reacts with $NH_3$ to give,,easy,"The reaction is as shown below:
\[
\mathrm{CH}_{3}-\mathrm{CH}_{2}-\mathrm{Br}+\mathrm{NH}_{3} \rightarrow \mathrm{C}_{2} \mathrm{H}_{5}-\mathrm{NH}_{2}+\mathrm{HBr}
\]",,77,Amide,Amine,Cyanide,Aniline,,,,,2,,,
Which alkyl halide has the highest reactivity for an alkyl group?,,easy,"Based on bond energy, R-I has the highest reactivity since reactivity is inversely proportional to bond energy.",,77,R-F,R-Cl,R-Br,R-I,,,,,4,,,
Which of the following alkyl halide can be formed by direct reaction of alkanes with halogens?,,easy,"Based on bond energy, R-I has the highest reactivity since reactivity is inversely proportional to bond energy.",,77,R-F,R-Cl,R-Br,R-I,,,,,4,,,
Which one is not a nucleophile?,,easy,Option D is an electrophile since it accepts electrons.,,77,$\mathrm{C}_{2} \mathrm{H}_{5} \mathrm{O}-$,$\mathrm{SCN}^-$,$NH_3$,$\mathrm{H}_{3} \mathrm{C}^{+}$,,,,,4,,,
The number of molecules taking part in the rate determining step:,,easy,"The order of a chemical reaction is defined as the sum of the powers of the concentration of the reactants in the rate equation of that chemical reaction.
Supplementary info: The reaction rate or rate of reaction is the speed at which reactants are converted into products. For example, the oxidative rusting of iron under Earth's atmosphere is a slow reaction that can take many years, but the combustion of cellulose in a fire is a reaction that takes place in fractions of a second. Molecularity in chemistry is the number of molecules that come together to react in an elementary reaction and is equal to the sum of stoichiometric coefficients of reactants in this elementary reaction. Depending on how many molecules come together, a reaction can be unimolecular, bimolecular or trimolecular. In physical chemistry, extent of reaction is a quantity that measures the extent in which the reaction proceeds. It is usually denoted by the Greek letter $\xi$. The extent of a reaction has units of amount. It was introduced by the Belgian scientist Théophile de Donder.",,77,Order of reaction,Rate of reaction,Molecularity of reaction,Extent of reaction,,,,,1,,,
What will be the order of reaction whose rate can be expressed as R = k [A] [B],,moderate,"A second order reaction is a type of chemical reaction that depends on the concentrations of one-second order reactant or two first-order reactants. This reaction proceeds at a rate proportional to the square of the concentration of one reactant, or the product of the concentrations of two reactants. From the equation, we have to reactants of power 1 which adds up to give a second order reaction",,77,0,1,2,3,,,,,3,,,
What is the order of kinetics in $S_{n} 1$ mechanism?,,easy,"  $\ln \mathrm{S}_{n} 1$ reaction, the rate law is 1 stt order. That is, the reaction rate depends on the concentrations of two components, the alkyl halide and the nucleophile. Hence the term Substitution
Nucleophilic 2nd order. The 1 in $S_{n} 1$ and the 2 in $S_{n} 2$ come from the kinetics of the reactions, not from $1^{\circ}$
and $2^{\circ}$",,77,0,1,2,3,,,,,2,,,
$\mathrm{S}_{n} 2$ reaction can be carried out with:,,easy,$\mathrm{S}_{\mathrm{N}} 2$ reaction is most favored by primary Alkyl Halides.,,77,Primary alkyl halide,Secondary alkyl halide,Tertiary alkyl halide,All of these,,,,,1,,,
Elimination biomolecular reaction involves:,,easy,Fact. E2 stands for bimolecular elimination. The reaction involves a one-step mechanism in which carbon-hydrogen and carbon-halogen bonds break to form a double bond (C=C Pi bond). The reaction mechanism involving staggered conformation is more favorable for E2 reactions (unlike E1 reactions).,,77,First order kinetics,Second order kinetics,Third order kinetics,Zero order kinetics,,,,,2,,,
Alkyl halides are very reactive compounds towards nucleophile because:,,moderate,Fact,,77,They have an electrophilic carbon,they have an electrophilic carbon and a good leaving group,they have an electrophilic carbon and a bad leaving group,they have a nucleophilic carbon and a good leaving group,,,,,2,,,
Alkyl halides undergo a type of reaction:,,easy,Fact,,77,nucleophilic substitution,nucleophilic addition,elimination,both A and C,,,,,4,,,
What is the shape of carbo cation?,,easy,The orbitals of carbocations are generally $sp^2$ hybridized so that the three full orbitals are arranged in a trigonal planar geometry about the carbon nucleus. The remaining p orbital is empty and will readily accept a pair of electrons from another atom.,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c21_Alkyl_halides/23.PNG,77,Linear,square planar,planar,Tetrahedral,,,,,3,,,
Double bond is formed as a result of:,,easy,"The reactions which do this are called elimination reactions, because two atoms or groups are ""eliminated"" from an alkyl halide or alcohol so that the double bond can be formed. A formal example is: Notice that the two atoms eliminated were attached to adjacent carbon atoms.",,77,substitution reactions,elimination reaction,addition reaction,rearrangement reaction,,,,,2,,,
"In unimolecular reactions, the reaction completes in",,moderate,"In unimolecular reactions, the reaction completes in two steps. One is the slow step, the other is the fast step.",,77,one step,two steps,three steps,all of these,,,,,2,,,
"When carbon dioxide is made to react with ethyl magnesium iodide, followed by ace in hydrolysis the product formed is:",,moderate,The reaction is as shown below:,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c21_Alkyl_halides/26.PNG,77,propane,propanoic acid,propanal,propanol,,,,,2,,,
Which one of the following reactants will be required to form straight chain alcohol by using Grignard’s reagent?,,moderate,Fact,,77,formaldehyde,ketone,ethylene epoxide,both A and C,,,,,4,,,
Which one of the following alcohols will be formed when ethyl magnesium bromide reacts with acetone?,,moderate,"A tertiary alcohol would result after workup:
\[
\left(\mathrm{H}_{3} \mathrm{C}\right) 2 \mathrm{C}=\mathrm{O}+\mathrm{RMgX} \rightarrow\left(\mathrm{H}_{3} \mathrm{C}\right)_{2} \mathrm{RC}-\mathrm{O}-\rightarrow\left(\mathrm{H}_{3} \mathrm{C}\right)_{2} \mathrm{RCOH}
\]",,77,Primary alcohol,secondary alcohol,Tertiary alcohol,dihydric alcohol,,,,,3,,,
Which one of the following molecules does not form alcohol when reacts with Grignard’s reagent?,,moderate,Carbon dioxide does not form alcohol it forms the carboxylic acid. All the other options are correct.,,77,Formaldehyde,Acetaldehyde,Propanone,Carbon dioxide,,,,,4,,,
Ethylene epoxide treated with Grignard’s reagent followed by acid hydrolysis yield:,,easy,Fact,,77,Primary alcohol,secondary alcohol,Tertiary alcohol,dihydric alcohol,,,,,1,,,
Which alkyl halide does not form Grignard’s reagents?,,easy,"Since option C is least reactive, it will not form Grignard’s reagent.",,77,$\mathrm{CH}_{3}-\mathrm{Br}$,$\mathrm{CH}_{3}-\mathrm{Cl}$,$\mathrm{CH}_{3}-\mathrm{F}$,$\mathrm{CH}_{3}-\mathrm{I}$,,,,,3,,,
Acetic acid can be obtained from $\mathrm{CH}_{3} \mathrm{Mgl}$ by treatment with:,,moderate,"A Grignard reagent can react with carbon dioxide (usually in the solid form known as “dry ice”) to produce a carboxylic salt, which upon protonation by aqueous acid yields the carboxylic acid.",,77,$\mathrm{H}_{2} \mathrm{O}$,$\mathrm{NH}_{3}$,$\mathrm{CO}_{2}$,HCHO,,,,,3,,,
Which substance is used to convert Grignard’s reagents to alkane?,,easy,Fact,,77,$\mathrm{H}_{2} \mathrm{O}$,$\mathrm{NH}_{3}$,Ethyl alcohol,All of these,,,,,4,,,
The pathway through which reactants are converted to products is called:,,easy," The reaction mechanism describes the sequence of elementary reactions that must occur to go from reactants to products. Reaction intermediates are formed in one step and then consumed in a later step of the reaction mechanism. The slowest step in the mechanism is called the rate determining or rate-limiting step. 
Supplementary info: Molecularity in chemistry is the number of molecules that come together to react in an elementary reaction and is equal to the sum of stoichiometric coefficients of reactants in this elementary reaction. Depending on how many molecules come together, a reaction can be unimolecular, bimolecular or trimolecular. activated state is a state in which chemical reactants are at their highest energy level, which is related to the potential energy in high-energy phosphates. A reversible reaction is a reaction where the reactants and products react together to give the reactants back. A and B can react to form C and D or, in the reverse reaction, C and D can react to form A and B. This is distinct from reversible process in thermodynamics.
",,77,activated state,molecularity of reaction,reversibility of reaction,mechanism of reaction,,,,,4,,,
Grignard’s reagent adds to:,,moderate,Nucleophilic carbon in Grignard’s reagent can attack all of the given electrophilic center.,,77,$>C=S$,$>C=0$,$-C=N$,All of these,,,,,4,,,
Which of the following will convert a cyclic acetal to a carbonyl and a di alcohol?,,moderate,"An acetal can be converted to a carbonyl and a di alcohol by treatment with aqueous acid. This is the final step when using alcohols as protecting groups, called deprotection.",,78,Aqueous acid,$LiAlH_4$,$CrO_3$,Acetone,,,,,1,,,
The conversion of ubiquinone to ubiquinol requires what type of reaction?,,difficult,The reaction that converts is a reduction reaction in which two ketones are reduced to two hydroxyl groups.,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/2.PNG",78,Condensation,Oxidation,Reduction,Hydrolysis,,,,,3,,,
"In order to convert phenols into hydroxyquinones, how many steps of oxidation or reduction are required?",,difficult,"In order to convert phenols into hydroxyquinones, they must first be converted to quinones through an oxidation step; a second oxidation step is required in order to further oxidize quinones to hydroxyquinones.","http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/3.PNG",78,1 oxidation step,2 oxidation step,1 reduction step,reduction steps,,,,,2,,,
Treatment of this molecule with CrO_3 in aqueous $H_2SO_4$ in acetone will yield which of the following molecules?,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/4.PNG",moderate,"This is the Jones oxidation, which will convert a primary alcohol into a carboxylic acid. Choice (A) is the original reacting molecule, and because the reaction will proceed, this is not correct. Because the reaction uses strong oxidizing agents, it won’t stop at the aldehyde, choice (B). This reaction also cannot make the ketone in choice (C) because it starts with a primary alcohol.",,78,2-Phenylethanol,Phenylacetaldehyde,Phenylacetone,2-Phenylethanoicacid,,,,,4,,,
"Reaction of 1-phenylethanone with ethylene glycol, also known as ethane-1,2-diol, in aqueous $H_2SO_4$ will result in the formation of:",,moderate,This reaction will create a ketal. This is the first step of the protection of aldehydes or ketones using dialcohols. Formation of an acetal occurs when the hydroxyl group of a hemiacetal becomes protonated and is lost as water. The carbocation that is produced is then rapidly attacked by a molecule of alcohol. Loss of the proton from the attached alcohol gives the ketal (acetal).,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/5.PNG",78,a ketal,a carboxylic acid,an aldehyde,a ketone,,,,,1,,,
"Treating 2-methyl-1-propanol with methyl sulfonyl chloride in base, followed by reaction with pyridinium chlorochromate, and a final step in strong acid, will give a product of:",,difficult,"Methyl sulfonyl chloride serves as a protecting group for alcohols, which are converted into mesylates. Reacting with this reagent before continuing with what would normally be an oxidation reaction keeps the alcohol from reacting; when the protecting group is then removed using strong acid, the resultant product is the same as the initial reactant. Neither of the oxidation products in choices (B) or (C), nor the reduction product in choice (D), will be formed.",,78,2-methyl-1-propanol,2-methylpropanal,2-methylpropanoic acid,2-methyl-1-propane,,,,,1,,,
"Successfully converting 3-phenylpropanol to 3-phenylpropanoic acid by the Jones oxidation requires $CrO_3$, acetone, and:",,moderate,"Acidic conditions, provided by dilute sulfuric acid, are required to complete the Jones oxidation. This reaction is carried out in aqueous conditions, eliminating choice (C). While heat may speed up the reaction, high temperatures are not required for this reaction, eliminating choice (D).",,78,dilute sulfuric acid,dilute sodium hydroxide,anhydrous conditions,high temperature,,,,,1,,,
Which of the following will convert cyclohexanol to cyclohexanone?,,moderate,"Cyclohexanol is a secondary alcohol, so any of the oxidizing agents listed will convert it to a ketone.",,78,Chromium trioxide,Pyridinium chlorochromate,Sodium dichromate,All of the above,,,,,4,,,
"Which of the following correctly lists hexanol, phenol, and cyclohexanol by increasing acidity of the hydroxyl hydrogen?",,moderate,"Phenols have significantly more acidic hydroxyl hydrogens than other alcohols, so this will be the most acidic hydroxyl hydrogen. The acidity of hexanol and cyclohexanol are close, but the hydroxyl hydrogen of hexanol is slightly more acidic because the ring structure of cyclohexanol is slightly electron-donating, which makes its hydroxyl hydrogen slightly less acidic",,78,Phenol < hexanol < cyclohexanol,Cyclohexanol < hexanol < phenol,Cyclohexanol < phenol < hexanol,Phenol < cyclohexanol < hexanol,,,,,2,,,
The IUPAC name of this molecule is:,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/10.PNG",easy,"This molecule is a phenol, not a hexanol, because the cyclic group has aromatic double bonds rather than single bonds. The methyl group is separated from the hydroxyl carbon by one carbon in between, making this molecule m-methylphenol.",,78,2-methylcyclohexanol,m-methylphenol,p-methylphenol,3-methylcyclohexanol.,,,,,2,,,
Which of the following will convert $CH_3CH_2CH_2OH$ to $CH_3CH_2CHO$?,,moderate,"$CH_3CH_2CH_2OH$ is 1-propanol, a primary alcohol. The desired product, $CH_3CH_2CHO$, is propanal, an aldehyde. The only reactant capable of oxidizing primary alcohols to aldehydes is pyridinium chlorochromate (PCC). Chromic trioxide and dichromate salts will both oxidize primary alcohols to carboxylic acids.",,78,$CrO_3$,PCC,$K_2Cr_2O_7$,All of the above,,,,,2,,,
"Which of the following correctly lists methanol, isobutyl alcohol, and propanol by decreasing boiling point?",,moderate,"All else being equal, boiling points increase with increasing size of the alkyl chain because of increased van der Waals attractions. Isobutyl alcohol has the largest alkyl chain and will thus have the highest boiling point; methanol has the smallest chain and will thus have the lowest boiling point.",,78,Methanol > isobutyl alcohol > propanol,Isobutyl alcohol > methanol > propanol,Isobutyl alcohol > propanol > methanol,Methanol > propanol > isobutyl alcohol,,,,,3,,,
The IUPAC name of this molecule is:,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/13.PNG",easy,"Remember, diols are named after the parent alkane, with the position of the alcohols indicated, and ending in the suffix –diol. Here the carbon chain is three carbons, with a hydroxyl group on carbons 1 and 2. Thus, the name is propane-1,2-diol.",,78,"ethane-1,2-diol.","propane-1,2-diol.",dimethanol.,dipropanol.,,,,,2,,,
Tertiary alcohols are oxidized with difficulty because:,,moderate,"Tertiary alcohols can be oxidized but only under extreme conditions because their carbon atoms do not have spare hydrogens to give up. Alcohol oxidation involves the removal of such a hydrogen so that carbon can instead make another bond to oxygen. If no hydrogen is present, a carbon–carbon bond must be cleaved, which requires a great deal of energy and will, therefore, occur only under extreme conditions. Choice (B) is incorrect because alcohols are not carbonyl-containing compounds. Choice (C) is incorrect because the hydroxyl group of the tertiary carbon is still polarized. Choice (D) is a false statement; tertiary alcohols are still involved in other reactions, such as an $S_N1$ reaction.",,78,there is no hydrogen attached to the carbon with the hydroxyl group.,there is no hydrogen attached to the $\alpha$-carbon of the carbonyl,tertiary alcohols contain hydroxyl groups with no polarization,they are relatively inert,,,,,1,,,
Alcohols have higher boiling points than their analogous hydrocarbons because:,,moderate,"Alcohols have higher boiling points than their analogous hydrocarbons as a result of their polarized O–H bonds, in which oxygen is partially negative and hydrogen is partially positive. This enables the oxygen atoms of other alcohol molecules to be attracted to the hydrogen, forming a hydrogen bond. Heat is required to break these hydrogen bonds, thereby increasing the boiling point. The analogous hydrocarbons do not form hydrogen bonds and, therefore, vaporize at lower temperatures. Choice (A) is irrelevant; oxygen’s bond length is not a factor in determining a substance’s boiling point. Choices (C) and (D) are true statements but are also irrelevant to boiling point determination.",,78,the oxygen atoms in alcohols have shorter bond lengths.,hydrogen bonding is present in alcohols.,alcohols are more acidic than their analogous hydrocarbons.,alcohols can be oxidized to ketones,,,,,2,,,
Which one of the following is also known as lactic acid?,,easy,Hydroxy propanoic acid is also known as lactic acid. (fact),,78,3-Hydroxy propanoic acid,2-Hydroxy propanoic acid,3-Hydroxy butanoic acid,2-Hydroxy butanoic acid,,,,,2,,,
The rectified spirit contains:,,easy,Fact,,78,12$\%$ alcohol,90$\%$ alcohol,95$\%$ alcohol,100$\%$ alcohol,,,,,3,,,
The oxidation of isopropyl alcohol will yield:,,moderate,"Isopropyl alcohol is flammable both in liquid and vapor form. Exposure to oxidizing agents like chromic acid will convert isopropyl alcohol into ketone (acetone), while exposure to heat and concentrated sulfuric acid can dehydrate isopropyl alcohol to form propene.","http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/18.PNG",78,Propanone,Propanol,Propanoic acid,None of these,,,,,3,,,
Methanol can be obtained from:,,moderate,All of the methods can be used to obtain water,,78,Water gas,Destructive distillation of wood,Methane,All,,,,,4,,,
An alcohol which can be prepared by fermentation is:,,easy,When yeast is added it feeds on the sugar in the absence of oxygen to form wine (a solution of ethanol) and carbon dioxide. A chemical reaction called fermentation takes place in which the glucose is broken down to ethanol by the action of enzymes in the yeast.,,78,$CH_3OH$,$C_3H_7OH$,$CH_3CH_2OH$,$C_6H_5OH$,,,,,3,,,
When alcohol reacts with phosphorous halides it gives:,,moderate,"Alcohols react with liquid phosphorus (III) chloride (also called phosphorus trichloride) to yield chloroalkanes. Alcohols also violently react with solid phosphorus(V) chloride (phosphorus pentachloride) at room temperature, producing clouds of hydrogen chloride gas.",,78,Alkyl halides,Alkyl amine,Alkanes,Alkynes,,,,,1,,,
Which one of the following compounds does not have - OH group? ,,moderate,The formula of ethyl acetate is shown below. Option A and B are alcohol so they must contain OH group. Where option C is an acid and must contain COOH group. Only option D do not have an OH group.,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/22.PNG",78,Ethylene glycol,Glycerol,Picric acid,Ethyl acetate,,,,,4,,,
Ethers show functional group isomerism with:,,moderate,"If you look at the following ether and alcohol, both have different structures but same chemical formula, forming isomers.","http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/23.PNG",78,Aldehydes,Ketones,alcohols ,Carboxylic acid,,,,,3,,,
Which one of the following alcohols has greater boiling point?,,easy,High purity glycerol (> 99.5$\%$) is obtained by multi-step distillation; a vacuum chamber is necessary due to its high boiling point $(290 ^{\circ}C)$. The rest of the options being a smaller and simpler compound has smaller boiling points compared to option C.,,78,Ethylene glycol,Glycerol,Methanol,Ethanol,,,,,2,,,
Heating phenol with Zn will yield:,,moderate,When phenol is heated with Zn dust reduction of phenol occurs and it gets converted into Benzene with ZnO as a by-product. And here's the detailed mechanism; Zn shows an oxidation state of +2. The phenol gets converted into phenoxide ion and proton thus released accepts an electron from Zn forming H radical.,,78,Benzene,Benzoic acid,Phenoxide,Cyclohexane,,,,,1,,,
Which compound shows hydrogen bonding?,,moderate,"For hydrogen binding to take place, a hydrogen must be attached with oxygen, nitrogen or fluorine. Since only option D has a hydrogen and Oxygen, hydrogen bonding will take place in option D only.",,78,$C_2H_6$,$C_2H_5Cl$,$CH_3OCH_3$,$C_2H_5OH$,,,,,4,,,
Ethanol can be converted into ethanoic acid by:,,moderate,"Conversion of ethanol to ethanoic acid involves two steps. First step includes formation of ethanal, in which removal of hydrogen from ethanol takes place. And in second step, ethanal is converted into ethanoic acid, which involves addition of oxygen. Thus, this is oxidation reaction.","http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/27.PNG",78,Hydrogenation,Hydration,Oxidation,Fermentation,,,,,3,,,
Which alcohol will undergo elimination reaction to give alkene in the presence of acidic potassium dichromate?,,moderate,"A tertiary alcohol dehydrates the most rapid indeed. It protonates first, then form the carbocation. A tertiary carbocation is very stable, and the rate at which it forms is fast compared to the rest of the two forms.",,78,Primary,Secondary,Tertiary,All of the above,,,,,3,,,
The formula of starch is:,,easy,Fact,,78,$C_{12}H_{22}O_{11}$,$C_{6}H_{10}O_{5}$,$(C_{6}2H_{10}O_{5})_n$,$C_{6}H_{12}O_{6}$,,,,,3,,,
Water gas heated at 450C and 200 atm pressure in the presence of ZnO+$Cr_2O_3$ will produce:,,moderate,"Methanol – $CH_3OH$ – is four parts hydrogen, one-part oxygen and one-part carbon. On an industrial scale, methanol is predominantly produced from natural gas by reforming the gas with steam and then converting and distilling the resulting synthesized gas mixture to create pure methanol.",,78,Methanal,Methanol,Carbonic acid,Methane,,,,,2,,,
The residue obtained after the crystallization of sugar from concentrated sugar cane juice is called:,,easy,"Fact. Extract refers to remove or take out, especially by effort or force. Filtrate is a liquid which has passed through a filter. Mother liquor is the liquid remaining after a substance has crystallized out.",,78,Mother liquir,Filtrate,Molasses,Extract,,,,,3,,,
Absolute alcohol is obtained when rectified spirit is treated with:,,moderate,"Rectified spirit contains $95.6\%$ ethanol and $4.4\%$ water. This mixture of ethanol is known as an azeotropic mixture. Here if we add lime (CaO) to the rectified spirit then water of the mixture can be absorbed by the lime. As a result, the percentage of ethanol will be changed. Desired amount of alcohol can be produced in this way.",,78,$Ca(OH)_2$,$CaCO_3$,$CaCl_2$,CaO,,,,,4,,,
The hydrogenation of phenol in the presence of Ni and heat gives:,,moderate,The reaction is shown below:,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/33.PNG",78,Cyclohexane,N-hexane,1-hexanol,Cyclohexanol,,,,,4,,,
Ethanol and methanol can be distinguished by:,,moderate,"Iodoform Test. Iodoform test is used to check the presence of carbonyl compounds with the structure $R-CO-CH_3$ or alcohols with the structure $R-CH(OH)-CH_3$ in a given unknown substance. The reaction of iodine, a base and a methyl ketone give a yellow precipitate along with an “antiseptic” smell.",,78,Iodoform test,Lucas test,Benedicts tests,Tollens test,,,,,1,,,
Treating phenol with formaldehyde in the presence of dilute base forms Bakelite. The process involved is:,,moderate,Bakelite is composed of formaldehyde and phenol. In the reaction phenol acts as nucleophile and formaldehyde acts as an electrophile. As the condensation polymerization reaction proceeds water molecules are also dissipated. Acidic Catalyst such as Zinc Chloride and HCl is used and Basic Catalyst such as Ammonia is used.,"http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c22_Alcohols,ethers_and_phenols/35.PNG",78,Oxidation,Elimination,Condensation polymerization,Additional polymerization,,,,,3,,,
What is the product of the reaction below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q1.PNG,moderate,"One mole of aldehyde reacts with one mole of alcohol via a nucleophilic addition reaction to form a product called a hemiacetal. In a hemiacetal, an –OH group, an –OR group, a hydrogen atom, and an –R group are attached to the same carbon atom.",http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/e1.PNG,79,A,B,C,D,,,,,4,,,
The reaction below is an example of:,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q2.PNG,moderate,"Tautomerization is the interconversion of two isomers in which a hydrogen and a double bond are moved. The keto and enol tautomers of aldehydes and ketones are common examples of tautomers seen on Test Day. Note that the equilibrium lies to the left because the keto form is more stable. Esterification, choice (A), is the formation of esters from carboxylic acids and alcohols. Elimination, choice (C), is a reaction in which a part of a reactant is lost, and a new multiple bond is introduced. Dehydration, choice (D), is a reaction in which a molecule of water is eliminated.",,79,esterification.,tautomerization.,elimination.,dehydration,,,,,2,,,
