question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,,,easy,1
"The Germans' insensitivity to the psychological reactions of other nations, including the neutrals, almost certainly did more harm to their cause than any amount of Allied propaganda, although even after the War they continued to insist on its effectiveness in causing them to lose the struggle. It was used as a scapegoat to maintain in effect that their army had not been beaten in the field but had been let down by those behind the lines who had allowed their minds to be poisoned by British propaganda. Historically this is wholly untrue; for towards the finale of the war civilian morale in Germany was almost certainly higher than that of the army, lulled as the people were by their home propaganda with its constant promises of an early victory and its increasingly unjustified optimism. German propaganda as a whole was indeed ineffectual, being carried out largely by army officers of the old school who did not really believe in its value. It, too, in spite of later denials, had its atrocity stories, but its worst failing was that it allowed itself to be constantly on the defensive, expending most of its energies in announcing that Allied propaganda was both untrue and unfair and making laboured attempts to correct what were regarded as false impressions. This broke one of the first rules of the propagandist, which is that his message must always be positive, never negative. The attempt to correct ""unfair"" propaganda merely has the effect of bringing the original statements back to the minds of its recipients and spreading them amongst those who might otherwise never have heard them. The worse a country's situation is, the stronger reason for presenting a positive suggestion of confidence and indifference to danger
<br><br><br>
One of the first rules of the propagandist is that he must",,moderate,,,108,"never endeavour to rectify ""unjustifiable"" enemy propaganda.",constantly talk about how unfair the enemy propaganda is.,allow himself to be constantly on the defensive,firmly believe in the atrocity stories that he himself makes up.,,,,,1,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>
 The attempt to correct ""unfair"" propaganda
",,moderate,,,108,does in fact help the objectives of the enemy propaganda.,presents a positive suggestion of confidence.,has got to be truly original in what it says,pacifies the people into an ever-increasing optimism,,,,,1,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>
 The writer is against the federal funding of the arts because",,moderate,,,108,it does not have any benevolent intentions.,the bureaucrats never know how to select the best,he would eliminate all federal funding.,he dislikes having to say so.,,,,,2,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>
What the government cannot do is to",,moderate,,,108,support the arts in general terms.,reduce the postal rates and change the tax laws.,distinguish between encouragement and dictating.,provide a lot of money for art schools.,,,,,3,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>",,moderate,,,108,The traditional American notion is that the government should not get involved in educational matters.,it is a good thing that the people should be better educated.,the people would rather read books than get involved in market place discussions.,the expansion of knowledge is good for the prices in the market.,,,,,2,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>
The writer thinks that,",,moderate,,,108,there are beautiful buildings all over Washington.,the government should not provide financial support for the arts.,the government should not see itself in a position to pick and choose when it comes to matters of artistic expression.,architecture has been paid no attention to by the government.,,,,,3,,,,,
"As much as I dislike having to say so, I personally would eliminate all federal funding of the arts. For, despite its benevolent intentions, the government does not know how to play the role of patron. Let's face it: bureaucrats cannot help but commission mediocre work, and their staying away from the world of the arts undoubtedly would improve matters, making possible something of a renaissance in music, painting, poetry and the other arts. That at least is my hope. It is necessary to distinguish between patronage and encouragement in this context: The government should encourage artistic expression by all means -- and by ""encourage,"" I mean, provide subsidies to libraries, reduce the postal rates, change the tax laws, be generous with the funding of art schools. These are the kinds of things that we may reasonably expect of a government to manage properly. This kind of involvement on the part of the state takes its roots from the traditional American notion that enlargement of learning and expansion of knowledge are beneficial to the nation. The more books the citizens read, the better for the country; the more discussion in the market-place, the better for the republic. I believe in that; I believe that government can help. It is when the government gets involved in the business of patronage that I am not very impressed. The United States Government traditionally has been in the business of patronizing architecture, and all one has to do is to go to Washington and look around to understand the usual level of mediocrity. Lewis LAPHAM, ""Eliminate Federal Funding to the Arts"".
<br><br><br>
Mark out the appropriate statement: The author
",,moderate,,,108,is all for the continuation of the federal funding of the arts.,thinks that patronage and encouragement are one and the same,would eliminate all bureaucracy out of his intense dislike for the bureaucrats.,believes that the government can be of some help in supporting the arts.,,,,,4,,,,,
" He said to me, “What time do the offices close?”",,moderate,"In interrogative sentences the reporting verb ‘said to’ is changed into asked.
Tense: The speech which is to be reported occurred in past so we change the verbs into
past tense.
Conjunction: If the question starts with interrogative pronouns or Adverb such as who,
whose, whom, which/ what/ why/ when/ where, no other conjunction with interrogative
pronoun is used. So we remove “do”.",,109,He asked me what time the offices did close.,He wanted to know what time the offices close.,He asked me what time did the offices close.,He asked me what time the offices closed.,,,,,4,,,,,
"He said to me, ""I am ready"".",,moderate,"In assertive sentences the reporting verb ‘said to’ is changed into told.
Tense: The speech which is to be reported occurred in past so we change the tense into
past tense.
Pronoun: The pronouns in the reported speech are changed as: First person according
to Subject. So we change “I” into “he”.",,109,"He told to me that he is ready.
","He told me that he was ready.
","He told me that I am ready.",He told me that I will ready.,,,,,2,,,,,
"They said, ""We cannot live without oxygen""",,moderate,"“Said” alone is not changed.
Verb: No Change. Universal truth is reported as it is.

Pronoun: Here we don’t change ‘we’ into ‘they’ because, when &quot;we&quot; is used with the
universal truth, then &quot;we&quot; is not changed in Indirect speech.",,109,They said that we cannot live without oxygen.,They said that they cannot live without oxygen.,They said that they would not live without oxygen.,They says that they cannot live without oxygen.,,,,,1,,,,,
"John said to me, ""We are mortal"".",,moderate,"We change the reporting verb ‘said to’ is changed into told.
Verb: No Change. Universal truth is reported as it is.
Pronoun: Here we don’t change ‘we’ into ‘they’ because, when ""we"" is used with the universal truth, then ""we"" is not changed in Indirect speech.",,109,John told me that we are mortal.,"John says to me that we are mortal.","John said to me that we all are mortal.","John said to me that he and I are mortal.",,,,,1,,,,,
"The newspaper says, ""We shall issue an astrology section in our Thursday's paper"".",,moderate,"The reporting verb will not be changed as it is in present tense.
When reporting verb is in present or future tense, there will be no change of tense,
Whenever some newspaper or magazine use ""we"", ""our"", ""us"" in direct speech, then it should be replaced by ""it"" or ""its"" in indirect speech.
",,109,The Newspaper says that it will issue an astrology section in their Thursday's paper.,The Newspaper says that they will issue an astrology section in their Thursday's paper.,The Newspaper said that it will issue an astrology section in its Thursday's paper.,"The Newspaper says that it will issue an astrology section in its Thursday's paper.",,,,,4,,,,,
"John says, ""I shall go there"".",,moderate,"When reporting verb is in present or future Tense, then in indirect speech we do not change the Tense of Reported speech. So ""John says"", it is in present, so we will not change the Tense of ""I shall go there"". That means it will remain future Tense in indirect speech also.",,109,john said that he went there.,John says that he will go there.,John says that he went there.,John said that I will go there.,,,,,2,,,,,
"Robert will say to me, ""I am your classmate"".
",,moderate,"I am your classmate"" will remain in present tense in indirect speech because in ""Robert will say to me"" reporting verb is in future.
So when reporting verb in in future or present, we do not change the tense of the reported speech.
",,109,Robert will tell me that he is my classmate.,"Robert will tell me that he was my classmate.","Robert will tell me that he will be my classmate.","Robert said me that he is my classmate.
",,,,,1,,,,,
"William said to him, ""I have been helping your son for years"".",,moderate,"Reporting verb ‘said to’ is changed into told. The tense is changed from, Present Perfect Continuous (have been helping ) to Past Perfect Continuous(had been helping).
",,109,William told him that he has helped his son for years.,"William told him that he have been helping his son for years.","William told him that he had been helping his son for years.","William told him that he has been helping his son for years.",,,,,3,,,,,
"He said to me, ""I shall write an essay"".",,moderate,"Reporting verb ‘said to’ is changed into told. Here 'shall' changes to 'would' because when the reporting verb is in past tense the auxiliary verb of the direct narration changes into past tense.",,109,"He said to me that he will be writing an essay.
","He told me that he would write an essay.
","He said to me that he will write an essay
","He told me that he would write an essay
",,,,,4,,,,,
"He said to me, ""I shall be writing an essay"".",,moderate,"Reporting verb ‘said to’ is changed into told. Here 'shall' changes to 'would' because when the reporting verb is in past tense the auxiliary verb of the direct narration changes into past tense.",,109,He told me that he would have been writing an essay.,"He told me that he would be writing an essay.","He told me that he will be writing an essay.",He told me that he shall be writing an essay.,,,,,2,,,,,
"He said to me, ""I shall be writing an essay"".",,moderate,"Reporting verb ‘said to’ is changed into told. Here 'shall' changes to 'would' because when the reporting verb is in past tense the auxiliary verb of the direct narration changes into past tense.",,109,He told me that he would have been writing an essay.,"He told me that he would be writing an essay.","He told me that he will be writing an essay.",He told me that he shall be writing an essay.,,,,,2,,,,,
"Sara said to Mary, ""You can learn piano"".",,moderate,"When reporting verb is in past Tense and reported speech is having ""can"" after subject + First Verb. Then we change ""can"" to ""could"" + First verb.
",,109,Sara told Mary that she can be learn piano.,"Sara told Mary that you can learn piano.","Sara told Mary that she could learn piano.","Sara told Mary that she can learn piano.",,,,,3,,,,,
"He said to you, ""You may go out"".",,moderate,"When Reporting verb in past Tense and reported speech is having ""may"" after subject + First Verb. Then we change ""may"" to ""might"" + First verb.
",,109,He told you that you might be go out.,"He said you that you might be go out.",He told you that you may go out.,He told you that you might go out.,,,,,4,,,,,
"Jake said to Ron, ""You are a good player of cricket"".",,moderate,"In assertive sentences the reporting verb ‘said to’ is changed into told.
Tense: The speech which is to be reported occurred in past so we change the tense into past tense. 
Pronoun: The pronouns in the reported speech are changed as: ‘you’ into ‘he’.",,109,Jake told Ron that he was a good player of cricket. ,"Jake told Ron that he were a good player of cricket.",Jake told Ron that he would a good player of cricket,"Jake told Ron that he could be a good player of cricket
",,,,,1,,,,,
"Shawn said to me, ""I have no time for you"".",,moderate,"When reporting verb is in past Tense and reported speech is having ""have"" after subject + First Verb.
Then we change ""have"" to ""had"" + First verb.
",,109,Shawn told me that he had no time for me.,"Shawn said that he had no time for me.","Shawn told me that he has no time for me.","Shawn told me that he was having no time for me.
",,,,,2,,,,,
"Ria said Mary, ""You have to go to school"".",,moderate,"When Reporting verb in past Tense and reported speech is having ""has to"" or ""have to"" after subject + First Verb.
Then we change ""has to"" or ""have to"" to ""had to"" + First verb.
",,109,Ria told Mary that she would have to go to school.,"Ria told Mary that she has to go to school.",Ria told Mary that she have to go to school.,"Ria told Mary that she had to go to school
",,,,,3,,,,,
"You said to her, ""She has to cook food for you"".",,moderate,"The reporting verb ‘said to’ is changed into told.
Tense from Present Perfect ( has ) to Past Perfect ( had).
",,109,You told her that she has to cook food for you.,You told her that she had to cook food for you.,"you told her that she needs to cook food for you.
",You told her that she would have to cook food for you.,,,,,2,,,,,
"He said to me, ""I had to finish this first.""",,moderate,"When reporting verb is in past Tense and reported speech is having ""had to"" after subject + First Verb.
Then we change ""had to"" to ""had had to"" + First verb
",,109,He told me that he has to finish this first.,He told me that he have to finish this first.,he told me that he had had to finish this first.,"He told me that he had to finish this first.
",,,,,3,,,,,
"Ron said to Jenny, ""I had to reach there"".",,moderate,"When reporting verb is in past Tense and reported speech is having ""had to"" after subject + First Verb.
Then we change ""had to"" to ""had had to"" + First verb.",,109,Ron told Jenny that he has to reach there.,Ron told Jenny that he would have to reach there.,Ron told Jenny that he had to reach there.,Ron told Jenny that he had had to reach there.,,,,,4,,,,,
"She said to me, ""I could reach there easily"".",,moderate,"When Reporting verb in past Tense and reported speech is having ""could"", ""would"", ""should"", ""might"".
Then in indirect speech these are written as it is.
",,109,She told me that she could reach there easily.,"She told me that she could have reach there easily
","She told me that she had reach there easily.
",She told me that she had been reach there easily.,,,,,1,,,,,
"Emma said to Jake, ""You would not fight with me.""",,moderate,"When Reporting verb in past Tense and reported speech is having ""could"", ""would"", ""should"", ""might"".
Then in indirect speech these are written as it is.",,109,Emma told to Jake that he has not to fight with her.,Emma told to Jake that he would not fight with her.,"Emma told to Jake that he will not fight with her.
","Emma told to Jake that he should not fight with her.",,,,,2,,,,,
"My father said to me, ""It might rain yesterday"".",,moderate,"When Reporting verb in past Tense and reported speech is having ""could"", ""would"", ""should"", ""might"".
Then in indirect speech these are written as it is.
",,109,"My father told me that it may have rain the previous day.
","My father told me that it would rain the previous day.
","My father told me that it might rain the previous day.
",My father told me that it could rain the previous day.,,,,,3,,,,,
"He said, ""I went to Rajesthan yesterday.""
",,moderate,"When Reporting verb in past Tense and reported speech is in ""Simple Past Tense"", then we change reported speech into ""Past Perfect Tense"". We use ‘Had’ And Third form of verb.",,109,He told that he had gone to Rajesthan the day before.,He told that he has gone to Rajesthan the day before.,"He told that he has went to Rajesthan the day before.",He told that he had went to Rajesthan the day before.,,,,,1,,,,,
"Jake said to me, ""He worked hard"".",,moderate,"When Reporting verb in past Tense and reported speech is in ""Simple Past Tense"", then we change reported speech into ""Past Perfect Tense"". We use ‘Had’ And Third form of verb.",,109,Jake told me that he had worked hard.,Jake told me that he has worked hard.,"Jake told me that he had been worked hard.
","Jake told me that he has been worked hard.",,,,,1,,,,,
"Ron said, ""He was walking.""
",,moderate,"When Reporting verb in past Tense and reported speech is in ""Past Continuous"" then we change ""Past Continuous"" to ""Past Perfect Continuous"".",,109,Ron said that he had been walking.,Ron said that he was walking.,Ron said that he had walking.,Ron said that he had walked.,,,,,1,,,,,
"Sheen said to me, ""Mary was dancing better than me.""",,moderate,"When Reporting verb in past Tense and reported speech is in ""Past Continuous"" then we change ""Past Continuous"" to ""Past Perfect Continuous"".

",,109,Sheen told me that Mary have been dancing better than her.,"Sheen told me that Mary was dancing better than her.
","Sheen told me that Mary had been dancing better than her.
","Sheen told me that Mary had dancing better than her.",,,,,3,,,,,
"Shane said to me, ""I had finished the coffee.""",,moderate,"When Reporting verb in past Tense and reported speech is in ""Past Perfect Tense"", then we do not change the tense of the reported speech.",,109,"Shane told me that he had finished the coffee.
","Shane told me that he had been finished the coffee.
","Shane told me that he had finish the coffee.
","Shane told me that he finished the coffee.
",,,,,1,,,,,
"Barry said to me, ""I had been working on it for 5 days.""",,moderate,"When Reporting verb in past Tense and reported speech is in ""Past Perfect Continuous Tense"", then we do not change the tense of the reported speech.",,109,Barry told me that he had been working on it for 5 days.,Barry told me that he has been working on it for 5 days.,"Barry told me that he had worked on it for 5 days.
",Barry told me that he was working on it for 5 days.,,,,,1,,,,,
"Sweety said to me, ""I had been writing an essay for 3 hours.""",,moderate,"When Reporting verb in past Tense and reported speech is in ""Past Perfect Continuous Tense"", then we do not change the tense of the reported speech.",,109,"Sweety told me that she has been writing an essay for 3 hours.
","Sweety told me that she had been writing an essay for 3 hours
","Sweety told me that she was writing an essay for 3 hours.",Sweety told me that she had written an essay for 3 hours.,,,,,2,,,,,
"He said, ""Honesty is the best policy.""",,moderate,"If the reported speech relates to universal truth, habitual facts, proverbs, historical facts and improvable future conditions then the tense will not be changed.",,109,"He said that Honesty is the best policy.
","He said that Honesty was the best policy.
","He said that Honesty would be the best policy.
","He said that Honesty will be the best policy.
",,,,,1,,,,,
"He remarked, ""Two and two makes four.""",,moderate,"If the reported speech relates to universal truth, habitual facts, proverbs, historical facts and improvable future conditions then the tense will not be changed.
",,109,He remarked that two and two would make four.,He remarked that two and two made four.,He remarked that two and two makes four.,He advised that two and two makes four.,,,,,3,,,,,
"She said, ""Well, Ron, You have done this work.""",,moderate,"The reporting verb changes into ‘told’ from ‘said’ and the tenses from Present Perfect (has done) to Past Perfect ( had done).
We can remove ""Well"", ""Okay"", ""You see"" etc from indirect speech.",,109,She told Ron that you had done this work.,"She told Ron that you had done that work.
","She told Ron that he had done that work.
",She told Ron that he has done that work.,,,,,3,,,,,
"Salma said to me, ""Have you a LED TV?""",,moderate,"When the question starts with Auxiliary verbs such as do / does/ did/ has / have/ had/ is /am/ are/ will/ shall/ can/could/ may/might/ would/ should etc. ‘If or ‘Whether is used.
It can also be written as, Salma enquired of me if I had a LED TV.
 	In place of ""If"" we can use ""whether"" also in both answers.
",,109,Salma asked me if I have a LED TV.,Salma asked me have you a LED TV.,Salma told me have you a LED TV.,Salma asked me if I had a LED TV.,,,,,4,,,,,
"The Judge said to inspector, ""Call the thieves.""",,moderate,"In the imperative sentences: Infinite ( To + V) is used. ‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’.",,109,The Judge urged inspector to call the thieves.,The Judge ordered inspector to get the thieves.,The Judge requested inspector to call the thieves.,"The Judge ordered inspector to call the thieves
",,,,,4,,,,,
"She said, ""Madam, I have done homework.""",,moderate,"The reporting verb changes into ‘told’ from ‘said’ and the tenses from Present Perfect (has done) to Past Perfect ( had done).
while changing it to indirect speech, remove ""Sir/Madam"" with ""respectfully"" as we did in this question.
",,109,She said respectfully that she had been done homework.,She said respectfully that she has done homework.,She said respectfully that she had done homework.,She said respectfully to her teacher that she had done homework.,,,,,3,,,,,
"He said to me, ""Do read the Prayers daily.""",,moderate,"In the imperative sentences: Infinite ( To + V) is used. ‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’
We remove ""do"" in the imperative sentences starting with ""do"". But if ""do"" is acting like a verb then we do not remove ""do"".",,109,He asked to me to read the Prayers daily.,He asked me to do read the Prayers daily.,He asked me to read the Prayers daily.,He requested me to read the Prayers daily.,,,,,3,,,,,
"Jack said to his friends, ""Let’s go to the park.""",,moderate,"In the imperative sentences: Infinite (To + V) is used. ‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’
We can also use ""Jack proposed to"" in place of ""Jack suggested to"".",,109,Jack suggested to his friends that we should go to the park.,Jack requested to his friends that we should go to the park.,"Jack suggested to his friends that we would go to the park.
","Jack suggested to his friends that we have to go to the park
",,,,,1,,,,,
"The children said, ""Let us complete homework together.""",,moderate,"
In the imperative sentences: Infinite ( To + V) is used. ‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’",,109,The children told that let them complete homework together.,"The children told that they should complete homework together.","The children suggested that they should complete homework together.
",The children asked that they should complete homework together.,,,,,3,,,,,
"He said to me, ""Can you do these sums for me?""
",,moderate,"In interrogative sentences: When the question starts with Auxiliary verbs such as do / does/ did/ has / have/ had/ is /am/ are/ will/ shall/ can/could/ may/might/ would/ should etc. ‘If or ‘Whether is used.
In the reported speech when the present tense is changed into the past then we changed the following words as ‘these’ into ‘those’.",,109,He asked me if I could do those sums for him.         ,"He asked me if I can do those sums for him.","He asked me if I can do these sums for him.         ","He asked me if I could do these sums for him.",,,,,1,,,,,
"Harry said the interviewer, ""Could you please repeat the question?""",,moderate,"In interrogative sentences: When the question starts with Auxiliary verbs such as do / does/ did/ has / have/ had/ is /am/ are/ will/ shall/ can/could/ may/might/ would/ should etc. ‘If or ‘Whether is used.
‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’.",,109,Harry requested the interviewer if he could please repeat the question.         ,Harry requested the interviewer to please repeat the question,"Harry requested the interviewer to repeat the question.         ",Harry requested the interviewer if he could repeat the question.,,,,,1,,,,,
"He said to her, ""What a cold day!""",,moderate,"In exclamatory sentences, ‘said to’ is changed according to the expression of the sentences.",,109,He told her that it was a cold day.         ,He exclaimed that it was a cold day.,He exclaimed sorrowfully that it was a cold day.         ,He exclaimed that it was a very cold day.,,,,,2,,,,,
"He said to me,""Why are you working so hard?""",,moderate,"If the question starts with interrogative pronouns or Adverb such as who, whose, whom, which/ what/ why/ when/ where, no other conjunction with interrogative pronoun is used.",,109,He asked me why I was working so hard.         ,"He asked me why was I working so hard.",He asked me why I had been working so hard.        ,He asked me why had I been working so hard.,,,,,1,,,,,
"Rex said to Aman, ""Mary will leave for her native place tomorrow.""",,moderate,"In the reported speech when the present tense is changed into the past then we changed the following words as ‘tomorrow’ into  ‘the next day’.",,109,Rex told Aman that Mary will leave for her native place tomorrow.         ,Rex told Aman that Mary left for her native place tomorrow.,"Rex told Aman that Mary would leave for her native place tomorrow.         ",Rex told Aman that Mary would leave for her native place next day.,,,,,4,,,,,
"Jakean asked me, ""Did you see the cricket match on television last night?""",,moderate,"In interrogative sentences: When the question starts with Auxiliary verbs such as do / does/ did/ has / have/ had/ is /am/ are/ will/ shall/ can/could/ may/might/ would/ should etc. ‘If or ‘Whether is used.",,109,Jakean asked me if I saw the cricket match on television the earlier night.         ,Jakean asked me if I had seen the cricket match on television the earlier night.,Jakean asked me did I see the cricket match on television the last night.         ,Jakean asked me if I had seen the cricket match on television the last night.,,,,,2,,,,,
"He said to me, ""Where have you lost the pen I brought for you yesterday?""",,moderate,"If the question starts with interrogative pronouns or Adverb such as who, whose, whom, which/ what/ why/ when/ where, no other conjunction with interrogative pronoun is used.
Tense changed from Present Perfect ( have) to Past Perfect ( had).
When the present tense is changed into the past then we changed the following words as ‘yesterday’ to ‘Previous day.",,109,He asked me where I had lost the pen he had brought for me the day before.         ,He asked me where I had lost the pen he had brought for me the previous day.,"He asked me where I had lost the pen he had brought for me the next day.         ",He asked me where I had lost the pen he brought for me the previous day.,,,,,2,,,,,
"""Arun"", said the boss sternly, ""I command you to tell me what the lady said.""
",,moderate,"In imperative sentences the reporting verb ‘said to’ is changed into ordered, requested, suggested, begged, proposed forbade etc. according to the sense of the sentence",,109,The boss sternly told Arun that he commanded him to tell him what the lady had said.         ,The boss commanded sternly to Arun to tell him what the lady had said.,The boss commanded Arun to tell him what the lady said.        ,The boss sternly commanded Arun to tell him what the lady had said.,,,,,4,,,,,
"Rekha wrote in her report, ""The rainfall has been scanty till now.""",,moderate,"Tense changed from Present Perfect ( has) to Past Perfect ( had).
Here the reporting verb is ‘wrote in her report’ and we change it into simply ‘reported that’.",,109,"Rekha reported that the rainfall had been scanty till now.         
","Rekha reported that the rainfall has been scanty till now.
","Rekha reported that the rainfall has been scanty till then.        
",Rekha reported that the rainfall had been scanty till then.,,,,,4,,,,,
"My uncle once said to me, ""If I can't trust my people, then I don't want to be doing this.""",,moderate,"If the reporting verb is in the past tense, the tense of the reported verb is changed into its corresponding past form. ... Therefore, the reported verb, 'cannot' will change into 'could not'.",,109,His uncle once said to him that if could not trust his people then he did not want to be doing that.         ,My uncle once said to him that if could not trust his people then he did not want to be doing that.,My uncle once said to him that if could not trust my people then he did not want to be doing that.        ,My uncle once said to him that if could not trust his people then he did not want to be doing this.,,,,,2,,,,,
"The CEO said, ""It's time we begin planning our work.""",,moderate,"	Possessive adjectives such as my, our, mine are changes into His and their.
As per reporting verb ‘said’ alone is not changed.",,109,The CEO said that it was time they had begun planning their work.        ,The CEO said that it was time we had begun planning our work.,The CEO said that it was time they began planning their work.        ,The CEO said that it was time they began planning his work.,,,,,3,,,,,
"Socrates said, ""Virtue is its own reward.""",,moderate,"If the reported speech relates to universal truth, habitual facts, proverbs, historical facts and improvable future conditions then the tense will not be changed.
",,109,Socrates said that virtue had its own reward.         ,Socrates says that virtue is its own reward.,Socrates said that virtue is its own reward.        ,Socrates said that virtue was its own reward.,,,,,3,,,,,
"The teacher said, “Be quiet, girls.” ",,moderate,"In the imperative sentences: Infinite ( To + V) is used. ‘Ordered, requested, begged, advised, commanded are used in place of ‘said to’.",,109,"The teacher said that they girls should be quiet.
","The teacher called the girls and ordered them to be quiet.
","The teacher urged the girls to be quiet.
",The teacher commanded the girls that they be quiet.,,,,,3,,,,,
"The Prime Minister said that no one would be allowed to disturb the peace.",,moderate,"The reporting verb remains the same in case of changing the narration from indirect to direct speech. Conjunction is removed, comma and inverted commas are used. 
In indirect speech 'would' is taken because the reporting verb is in past tense. So when we change the sentence into present tense we use ‘shall’. ",,109,"The Prime Minister said, ""We shall not allow anyone to disturb the peace.""         ","The Prime Minister said, ""We would not allow no one to disturb the peace.""","The Prime Minister said, ""No one will disturb the peace.""        ","The Prime Minister said, ""No one can disturb the peace.""",,,,,1,,,,,
"The spectators said, ""Bravo! Well done, players.""",,moderate,"In exclamatory sentences, ‘said to’ is changed according to the expression of the sentences.
Bravo! changed into Applauded.",,109,The spectators shouted that the players were doing well.    ,The spectators exclaimed with joy that the players were doing very well,The spectators applauded the players joyfully to do well.         ,The spectators applauded the players saying that they had done well.,,,,,4,,,,,
